C:\NMG\Data\IMG\center_2022_07_20_11_46_27_428.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_27_428.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_27_428.jpg, 0, 0, 0, 7.839267E-05
C:\NMG\Data\IMG\center_2022_07_20_11_46_27_529.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_27_529.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_27_529.jpg, 0, 0, 0, 7.883579E-05
C:\NMG\Data\IMG\center_2022_07_20_11_46_27_635.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_27_635.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_27_635.jpg, 0, 0, 0, 7.945787E-05
C:\NMG\Data\IMG\center_2022_07_20_11_46_27_737.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_27_737.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_27_737.jpg, 0, 0, 0, 7.836376E-05
C:\NMG\Data\IMG\center_2022_07_20_11_46_27_838.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_27_838.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_27_838.jpg, 0, 0, 0, 7.812311E-05
C:\NMG\Data\IMG\center_2022_07_20_11_46_27_941.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_27_941.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_27_941.jpg, 0, 0, 0, 7.816118E-05
C:\NMG\Data\IMG\center_2022_07_20_11_46_28_042.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_28_042.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_28_042.jpg, 0, 0, 0, 7.809413E-05
C:\NMG\Data\IMG\center_2022_07_20_11_46_28_144.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_28_144.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_28_144.jpg, 0, 0, 0, 7.867085E-05
C:\NMG\Data\IMG\center_2022_07_20_11_46_28_246.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_28_246.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_28_246.jpg, 0, 0, 0, 8.040853E-05
C:\NMG\Data\IMG\center_2022_07_20_11_46_28_348.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_28_348.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_28_348.jpg, 0, 0, 0, 7.854138E-05
C:\NMG\Data\IMG\center_2022_07_20_11_46_28_450.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_28_450.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_28_450.jpg, 0, 0, 0, 7.994889E-05
C:\NMG\Data\IMG\center_2022_07_20_11_46_28_551.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_28_551.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_28_551.jpg, 0, 0, 0, 7.817721E-05
C:\NMG\Data\IMG\center_2022_07_20_11_46_28_657.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_28_657.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_28_657.jpg, 0, 0, 0, 7.848009E-05
C:\NMG\Data\IMG\center_2022_07_20_11_46_28_758.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_28_758.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_28_758.jpg, 0, 0, 0, 7.868833E-05
C:\NMG\Data\IMG\center_2022_07_20_11_46_28_859.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_28_859.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_28_859.jpg, 0, 0.2614287, 0, 0.1608258
C:\NMG\Data\IMG\center_2022_07_20_11_46_28_962.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_28_962.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_28_962.jpg, 0, 0.5702715, 0, 0.6869242
C:\NMG\Data\IMG\center_2022_07_20_11_46_29_064.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_29_064.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_29_064.jpg, -0.1268355, 0.8756052, 0, 1.579988
C:\NMG\Data\IMG\center_2022_07_20_11_46_29_167.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_29_167.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_29_167.jpg, -0.4798728, 1, 0, 2.920111
C:\NMG\Data\IMG\center_2022_07_20_11_46_29_271.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_29_271.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_29_271.jpg, -0.3193866, 1, 0, 4.084999
C:\NMG\Data\IMG\center_2022_07_20_11_46_29_375.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_29_375.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_29_375.jpg, -0.02902022, 1, 0, 5.249955
C:\NMG\Data\IMG\center_2022_07_20_11_46_29_479.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_29_479.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_29_479.jpg, 0, 1, 0, 6.40164
C:\NMG\Data\IMG\center_2022_07_20_11_46_29_581.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_29_581.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_29_581.jpg, -0.0408855, 1, 0, 7.5438
C:\NMG\Data\IMG\center_2022_07_20_11_46_29_685.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_29_685.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_29_685.jpg, -0.3959736, 1, 0, 8.857615
C:\NMG\Data\IMG\center_2022_07_20_11_46_29_787.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_29_787.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_29_787.jpg, -0.4892328, 1, 0, 9.909436
C:\NMG\Data\IMG\center_2022_07_20_11_46_29_892.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_29_892.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_29_892.jpg, -0.1941789, 1, 0, 11.0256
C:\NMG\Data\IMG\center_2022_07_20_11_46_29_993.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_29_993.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_29_993.jpg, 0, 1, 0, 11.91717
C:\NMG\Data\IMG\center_2022_07_20_11_46_30_099.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_30_099.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_30_099.jpg, 0, 1, 0, 13.24132
C:\NMG\Data\IMG\center_2022_07_20_11_46_30_206.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_30_206.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_30_206.jpg, -0.03056701, 1, 0, 14.44615
C:\NMG\Data\IMG\center_2022_07_20_11_46_30_311.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_30_311.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_30_311.jpg, 0, 1, 0, 15.58498
C:\NMG\Data\IMG\center_2022_07_20_11_46_30_418.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_30_418.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_30_418.jpg, -0.1777659, 1, 0, 16.49871
C:\NMG\Data\IMG\center_2022_07_20_11_46_30_519.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_30_519.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_30_519.jpg, -0.4613961, 1, 0, 17.59194
C:\NMG\Data\IMG\center_2022_07_20_11_46_30_627.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_30_627.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_30_627.jpg, -0.5087808, 1, 0, 18.67084
C:\NMG\Data\IMG\center_2022_07_20_11_46_30_729.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_30_729.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_30_729.jpg, -0.2055195, 1, 0, 19.57944
C:\NMG\Data\IMG\center_2022_07_20_11_46_30_833.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_30_833.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_30_833.jpg, 0, 1, 0, 20.67784
C:\NMG\Data\IMG\center_2022_07_20_11_46_30_933.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_30_933.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_30_933.jpg, 0, 0.8189217, 0, 21.5323
C:\NMG\Data\IMG\center_2022_07_20_11_46_31_035.jpg, C:\NMG\Data\IMG\left_2022_07_20_11_46_31_035.jpg, C:\NMG\Data\IMG\right_2022_07_20_11_46_31_035.jpg, 0, 0.5147496, 0, 22.18711
